date,temp_max,temp_min,rainfall
2023-04-23,32.6,21.3,0.0
2023-04-24,32.5,20.9,0.1
2023-04-25,32.3,21.5,1.3
2023-04-26,31.8,20.6,0.3
2023-04-27,32.9,21.0,0.0
2023-04-28,32.9,20.8,0.3
2023-04-29,30.6,19.0,6.7
2023-04-30,30.2,20.7,3.6
2023-05-01,28.2,18.9,2.8
2023-05-02,29.0,20.3,1.0
2023-05-03,25.8,19.6,2.2
2023-05-04,28.3,19.5,2.8
2023-05-05,27.0,20.1,0.2
2023-05-06,29.7,20.8,1.5
2023-05-07,28.2,19.5,2.1
2023-05-08,29.8,20.2,14.7
2023-05-09,30.1,19.0,9.2
2023-05-10,31.5,18.8,0.0
2023-05-11,31.3,20.5,1.5
2023-05-12,32.0,20.9,0.1
2023-05-13,30.7,21.3,0.2
2023-05-14,32.0,20.4,0.0
2023-05-15,32.5,20.6,0.0
2023-05-16,31.6,20.7,0.0
2023-05-17,32.9,21.7,0.0
2023-05-18,33.5,21.8,0.0
2023-05-19,33.7,22.1,0.0
2023-05-20,32.7,21.4,0.4
2023-05-21,31.5,20.7,2.6
2023-05-22,30.5,19.9,1.3
2023-05-23,32.0,19.8,0.0
2023-05-24,31.5,20.7,0.8
2023-05-25,31.0,20.6,1.1
2023-05-26,30.8,20.0,0.0
2023-05-27,30.7,20.3,0.0
2023-05-28,32.1,21.1,0.0
2023-05-29,32.1,21.3,2.2
2023-05-30,30.2,21.0,27.0
2023-05-31,29.9,20.1,2.1
2023-06-01,30.6,20.7,11.9
2023-06-02,29.9,21.1,0.3
2023-06-03,31.6,21.4,0.1
2023-06-04,29.0,21.2,0.8
2023-06-05,30.2,20.5,0.6
2023-06-06,31.1,20.8,0.3
2023-06-07,31.2,21.1,0.0
2023-06-08,32.0,20.3,0.0
2023-06-09,31.9,20.0,2.0
2023-06-10,30.5,20.1,1.0
2023-06-11,30.6,20.5,0.1
2023-06-12,30.4,20.3,0.1
2023-06-13,31.6,19.8,0.2
2023-06-14,31.1,19.9,0.3
2023-06-15,32.2,19.9,0.0
2023-06-16,32.0,20.3,0.0
2023-06-17,31.7,19.9,0.8
2023-06-18,30.0,21.2,0.1
2023-06-19,30.8,20.7,3.3
2023-06-20,26.6,20.7,10.1
2023-06-21,30.5,20.3,22.4
2023-06-22,27.7,20.0,12.5
2023-06-23,28.3,19.8,0.4
2023-06-24,26.7,19.6,2.2
2023-06-25,28.5,18.9,1.2
2023-06-26,27.3,19.3,0.9
2023-06-27,28.2,19.1,0.3
2023-06-28,27.9,19.4,1.8
2023-06-29,28.4,19.4,3.1
2023-06-30,28.7,19.1,0.6
2023-07-01,28.2,19.8,2.0
2023-07-02,27.6,20.0,3.3
2023-07-03,26.9,19.8,1.8
2023-07-04,26.9,19.5,25.2
2023-07-05,26.3,19.4,2.8
2023-07-06,22.8,19.6,12.7
2023-07-07,26.3,19.3,2.4
2023-07-08,25.6,19.5,2.8
2023-07-09,26.5,19.1,0.7
2023-07-10,26.4,19.4,1.3
2023-07-11,25.3,19.8,6.9
2023-07-12,27.5,18.9,0.8
2023-07-13,26.5,18.9,1.3
2023-07-14,25.8,19.3,2.2
2023-07-15,27.0,19.1,2.0
2023-07-16,26.6,19.2,0.5
2023-07-17,26.9,19.1,1.0
2023-07-18,26.5,20.0,1.7
2023-07-19,25.1,19.2,1.8
2023-07-20,25.0,19.8,2.4
2023-07-21,24.8,19.7,7.0
2023-07-22,24.1,19.9,8.7
2023-07-23,24.0,19.4,21.8
2023-07-24,24.2,19.1,7.5
2023-07-25,21.0,19.1,17.6
2023-07-26,21.0,18.9,16.5
2023-07-27,25.4,18.9,5.9
2023-07-28,26.2,18.5,1.8
2023-07-29,26.4,18.9,3.6
2023-07-30,26.9,18.6,1.2
2023-07-31,27.5,19.3,1.1
2023-08-01,26.7,19.4,1.0
2023-08-02,26.7,18.6,0.2
2023-08-03,26.6,19.2,0.2
2023-08-04,27.3,19.1,1.6
2023-08-05,27.3,18.6,1.1
2023-08-06,27.5,18.9,0.4
2023-08-07,27.6,18.8,0.5
2023-08-08,27.7,18.7,1.0
2023-08-09,27.8,18.9,0.9
2023-08-10,28.3,19.5,2.4
2023-08-11,28.1,19.4,0.4
2023-08-12,28.3,19.4,0.3
2023-08-13,28.2,19.0,0.0
2023-08-14,28.5,19.7,0.1
2023-08-15,27.7,18.4,1.4
2023-08-16,28.7,18.7,0.3
2023-08-17,28.6,19.4,0.5
2023-08-18,27.8,19.2,0.4
2023-08-19,26.5,19.5,2.7
2023-08-20,28.6,19.0,0.9
2023-08-21,29.0,19.0,0.0
2023-08-22,29.4,19.6,1.1
2023-08-23,29.2,19.7,0.2
2023-08-24,29.2,19.6,0.0
2023-08-25,29.8,19.4,0.0
2023-08-26,29.7,19.8,0.5
2023-08-27,29.5,20.1,2.9
2023-08-28,29.8,19.5,0.0
2023-08-29,29.7,19.9,0.0
2023-08-30,29.8,19.7,13.8
2023-08-31,28.4,19.7,21.9
2023-09-01,29.4,18.7,10.6
2023-09-02,29.1,19.5,7.7
2023-09-03,27.4,19.4,1.1
2023-09-04,23.2,19.3,5.6
2023-09-05,23.2,18.1,2.3
2023-09-06,27.3,19.4,0.8
2023-09-07,27.5,18.8,0.8
2023-09-08,28.1,19.6,0.5
2023-09-09,29.2,19.3,0.6
2023-09-10,27.5,19.2,1.1
2023-09-11,26.8,18.9,1.1
2023-09-12,27.2,19.4,0.4
2023-09-13,28.1,18.9,1.2
2023-09-14,28.3,18.3,1.5
2023-09-15,28.1,18.8,2.9
2023-09-16,28.3,19.1,6.9
2023-09-17,27.1,19.6,4.6
2023-09-18,28.6,18.7,1.2
2023-09-19,28.2,18.6,0.6
2023-09-20,27.8,18.7,0.3
2023-09-21,27.3,19.2,0.1
2023-09-22,28.0,19.6,8.7
2023-09-23,28.5,18.9,9.4
